################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.7899106715067159E-01 a       420     0    21     1    20
 -5.0425079998513811E-01 a       421     0    22     1     1
 -8.3976391851827037E-02 a       422     0    22     1     2
 -4.6055672394342295E-01 a       423     0    22     1     3
  2.9153049876455506E-01 a       424     0    22     1     4
  4.1542080960100269E-01 a       425     0    22     1     5
 -1.7692807411170186E-01 a       426     0    22     1     6
  6.4573786710199510E-01 a       427     0    22     1     7
 -3.0374941008504625E-01 a       428     0    22     1     8
 -2.3570756707514770E-01 a       429     0    22     1     9
  2.7319979686256590E-01 a       430     0    22     1    10
  1.2509453075567762E-02 a       431     0    22     1    11
  1.4448857046515981E-01 a       432     0    22     1    12
  1.5846245982594753E-01 a       433     0    22     1    13
 -2.2816506560628367E-02 a       434     0    22     1    14
 -3.3656860680319700E-01 a       435     0    22     1    15
  2.0165677708710408E-01 a       436     0    22     1    16
  3.2421918455129561E-01 a       437     0    22     1    17
  2.0590723258454782E-01 a       438     0    22     1    18
  2.7706551780444916E-01 a       439     0    22     1    19
  2.1278765784138243E-01 a       440     0    22     1    20
 -2.9287212083975628E-01 a       441     0    23     1     1
 -4.3855179661784133E-01 a       442     0    23     1     2
  2.4608495247880149E-01 a       443     0    23     1     3
 -7.7325738556976997E-01 a       444     0    23     1     4
 -2.1611929368973701E-01 a       445     0    23     1     5
  1.2905891418332661E-02 a       446     0    23     1     6
 -2.4539203158013626E-01 a       447     0    23     1     7
  5.9047827546477938E-01 a       448     0    23     1     8
 -1.9841024774108476E-01 a       449     0    23     1     9
 -1.9061303699453694E-01 a       450     0    23     1    10
  5.8796324883870488E-01 a       451     0    23     1    11
 -2.6274855285844106E-01 a       452     0    23     1    12
 -3.8116124957079278E-01 a       453     0    23     1    13
  1.7900035019495444E-01 a       454     0    23     1    14
 -1.8228943955722884E-01 a       455     0    23     1    15
 -1.5717719740292443E-01 a       456     0    23     1    16
  2.6028220539308838E-01 a       457     0    23     1    17
  8.9484763449568905E-01 a       458     0    23     1    18
  6.4540084183886703E-01 a       459     0    23     1    19
 -2.4418501879624013E-01 a       460     0    23     1    20
  2.7977397926880804E-01 a       461     0    24     1     1
  1.2928217379174489E-01 a       462     0    24     1     2
 -2.8021206460493980E-03 a       463     0    24     1     3
 -4.9816516191589127E-01 a       464     0    24     1     4
 -3.5104276300314879E-01 a       465     0    24     1     5
  5.3010694310185158E-01 a       466     0    24     1     6
 -1.7777820798162458E-01 a       467     0    24     1     7
 -1.1144174205162928E-01 a       468     0    24     1     8
  1.5381520741726942E-01 a       469     0    24     1     9
 -6.8821117581414526E-01 a       470     0    24     1    10
 -6.3766407445794460E-01 a       471     0    24     1    11
  7.0719580141733740E-01 a       472     0    24     1    12
  2.8947364643191603E-01 a       473     0    24     1    13
  5.6169670235103175E-01 a       474     0    24     1    14
 -2.6088447615137855E-01 a       475     0    24     1    15
 -4.4078098943876337E-01 a       476     0    24     1    16
 -6.7720273746875361E-03 a       477     0    24     1    17
  3.9676653560246994E-01 a       478     0    24     1    18
  5.3078625358297538E-01 a       479     0    24     1    19
  2.0024658643956150E-01 a       480     0    24     1    20
 -4.2738369490051037E-01 a       481     0    25     1     1
 -5.8126797108582873E-01 a       482     0    25     1     2
 -2.7053806738619024E-01 a       483     0    25     1     3
 -3.3656760339511671E-01 a       484     0    25     1     4
  3.0637237964531533E-01 a       485     0    25     1     5
 -1.0766195758997603E+00 a       486     0    25     1     6
 -4.9695832409906676E-01 a       487     0    25     1     7
  4.5039953504629676E-01 a       488     0    25     1     8
 -6.0364142313319491E-01 a       489     0    25     1     9
  3.2743726012032520E-01 a       490     0    25     1    10
  1.5333984875716518E+00 a       491     0    25     1    11
 -7.2231128511074183E-01 a       492     0    25     1    12
 -2.1901179273404886E-01 a       493     0    25     1    13
